ID_Membre,Age,Sexe,Moyenne_Lycée,Filiére,Autres_Clubs,Projets_Realisés,Evaluation_Bureau,Soft_Skills,Score_Entretien,Experience_Professionnelle,Indice_Engagement,Cellule,Formations
3571,25,Homme,17.2,IIA,1,2,3.075,2,5,No,1.172597482413043,Cellule Qualité,"Communication, Quality Control, RSE"
15,19,Femme,12.35,MPI,2,6,3.625,9,5,No,1.663229864052378,Cellule Web,"Communication, Docker"
4702,22,Femme,10.4,MPI,2,3,2.8125,2,6,No,1.7421274910718922,Cellule Marketing,"Public Speaking, Content Creation"
3162,20,Femme,17.55,RT,2,2,4.275,5,6,No,3.3553408424432045,Cellule Mobile,"Time and stress management, NestJS, UI/UX"
946,24,Femme,13.3,IMI,3,1,4.0,7,10,No,2.348084946661382,Cellule Qualité,"Communication, Lean Management, Quality Assurance"
5252,25,Homme,19.0,IIA,3,0,2.525,2,6,No,0.2996686753944251,Cellule Qualité,"Public Speaking, ISO9001"
4373,19,Femme,20.0,IIA,2,8,4.0375,5,4,No,0.98234810456565,Cellule Web,"Teamwork, Git, Web Development"
248,20,Homme,18.0,MPI,1,5,3.775,7,10,No,0.6943986243105345,Cellule Developpement Commercial,"Self Improvement, CRM"
4314,20,Femme,13.1,RT,4,8,2.7,10,8,No,2.806947242938599,Cellule Web,"Time and stress management, Web Development"
361,20,Femme,16.9,IMI,2,4,2.65,4,4,No,1.654420843301213,Cellule Qualité,"Risk Management, ISO9001"
2779,23,Femme,16.75,MPI,4,0,2.7375,7,5,No,2.7286174504049665,Cellule Marketing,"Leadership, Pitching"
5123,22,Homme,10.4,IIA,4,6,3.1,10,9,No,2.965846625276664,Cellule Web,"Self Improvement, Web Development"
3791,24,Homme,15.5,AGRI,0,1,3.125,1,7,No,-0.3139006266488431,Cellule Marketing,"Time and stress management, Photoshop"
4117,25,Femme,13.4,RT,0,2,3.9375,9,7,No,0.3862855030950198,Cellule RH,"Risk Management, Teamwork, Self Improvement"
4706,20,Homme,19.6,BIO,4,9,4.5375,10,6,No,2.57011544763619,Cellule Web,"Teamwork, Git"
1832,20,Femme,14.4,ART,4,2,3.575,8,10,No,2.949597957518788,Cellule RH,"Teamwork, Communication, Leadership"
3833,24,Femme,19.55,IMI,1,6,2.8625,1,9,No,-0.6913034972026486,Cellule Web,"Self Improvement, AI/ML, JavaScript"
3606,22,Femme,16.15,GL,1,4,3.0625,6,10,Yes,1.5455638811418986,Cellule Developpement Commercial,"Leadership, Pitching"
1593,25,Homme,18.1,BIO,1,9,4.925,5,10,No,2.762195938717637,Cellule Web,"Public Speaking, Docker"
1724,22,Homme,12.15,MPI,1,8,3.55,6,5,No,2.643754043206929,Cellule Web,"Communication, Data Science, JavaScript"
4346,23,Femme,11.35,RT,0,1,3.0625,2,4,No,-2.0263920705352083,Cellule Mobile,"Public Speaking, UI/UX"
4310,18,Femme,12.5,MPI,0,0,3.475,10,7,No,2.758969220493268,Cellule RH,"Time and stress management, Self Improvement"
1913,20,Femme,10.35,CH,4,5,4.925,2,7,No,2.705833066294713,Cellule Marketing,"Teamwork, Content Creation"
5372,19,Homme,16.15,IMI,2,4,4.3625,9,5,Yes,2.073976467832159,Cellule RH,"Communication, Public Speaking, Leadership"
3996,21,Femme,16.15,IMI,3,5,2.9625,6,4,Yes,2.3338480257895986,Cellule Qualité,"Communication, Quality Control, ISO9001"
5216,23,Femme,10.05,BIO,3,8,4.4875,1,7,Yes,0.988491172857056,Cellule Web,"Public Speaking, Web Development"
491,25,Homme,15.85,CH,3,3,2.675,5,7,No,1.5572854834732304,Cellule Marketing,"Time and stress management, UI/UX, Content Creation"
5222,25,Homme,16.75,IMI,1,6,4.175,10,5,No,3.257839631108268,Cellule Web,"Leadership, Git, ReactJS"
863,21,Homme,19.95,MPI,3,4,4.0625,10,4,No,3.319532443907028,Cellule RH,"Teamwork, Public Speaking"
1007,25,Homme,15.35,IMI,0,4,3.5875,2,8,Yes,-0.6196953197088567,Cellule Qualité,"Time and stress management, Lean Management, ISO9001"
2672,25,Femme,20.0,MPI,4,6,3.3375,3,5,No,1.7627777634901585,Cellule Web,"Time and stress management, Web Development"
1384,25,Homme,18.75,BIO,1,4,4.475,8,8,No,0.9141961913321734,Cellule RH,"Teamwork, Communication"
2347,18,Femme,11.75,BIO,0,7,3.6625,9,7,No,1.635664794114609,Cellule Web,"Self Improvement, ReactJS, Web Development"
1877,22,Femme,17.1,IIA,0,1,3.3125,5,6,Yes,2.082691053887073,Cellule Qualité,"Time and stress management, ISO9001"
5151,21,Homme,15.55,IIA,0,1,3.6375,5,5,Yes,2.205994516546816,Cellule Qualité,"Risk Management, ISO9001"
2182,24,Femme,19.2,BIO,4,6,3.8,2,5,No,3.232411303931636,Cellule Web,"Time and stress management, AI/ML, JavaScript"
1363,19,Homme,18.75,IMI,2,4,2.5625,8,10,Yes,2.694030186282739,Cellule RH,"Risk Management, Leadership"
3872,25,Homme,10.8,MPI,0,0,2.6,3,9,No,-0.5022697404558554,Cellule Developpement Commercial,"Communication, B2B Sales"
507,20,Homme,11.2,MPI,4,3,3.7125,10,5,No,2.2736188700184616,Cellule RH,"Self Improvement, Teamwork, Time and stress management"
1418,23,Homme,10.15,MPI,1,8,3.5,10,6,No,1.9779718455079407,Cellule Web,"Self Improvement, AI/ML"
4564,25,Femme,18.85,CUISINE,4,8,3.1,10,7,No,3.490964730137443,Cellule Web,"Public Speaking, JavaScript"
26,21,Femme,13.35,IIA,1,9,3.5375,4,7,No,1.870865193886967,Cellule Web,"Self Improvement, Web Development, AI/ML"
2058,18,Femme,14.05,IMI,2,6,2.9375,2,5,No,1.38632331781156,Cellule Web,"Risk Management, AI/ML, NestJS"
2406,23,Femme,18.85,CH,2,5,3.5875,1,5,No,0.7165620302096392,Cellule Marketing,"Leadership, Negociations"
1223,25,Femme,12.35,CH,0,8,4.7875,10,5,No,4.392109635273993,Cellule Web,"Time and stress management, Python, NestJS"
2410,25,Femme,16.95,MPI,1,4,4.8625,8,5,No,1.7782524916167166,Cellule RH,"Public Speaking, Leadership, Risk Management"
1114,25,Femme,16.85,GL,3,3,2.6,6,5,No,1.851308873816453,Cellule Marketing,"Teamwork, Photoshop"
2593,19,Homme,17.3,IMI,1,3,2.6875,2,9,Yes,-1.6629324355418384,Cellule Qualité,"Time and stress management, ISO9001, RSE"
1553,25,Femme,13.8,IIA,3,6,3.45,5,8,No,1.948860070325704,Cellule Web,"Risk Management, Git"
4712,22,Homme,15.55,CH,4,3,3.5875,7,6,No,2.645571839903814,Cellule Marketing,"Risk Management, Content Creation, Pitching"
4119,25,Femme,11.75,GL,3,4,4.4,5,5,No,1.2997831228412051,Cellule Mobile,"Communication, Flutter, NestJS"
2223,18,Homme,19.1,IMI,4,3,3.9875,7,8,Yes,1.054270213309267,Cellule Qualité,"Public Speaking, RSE, Lean Management"
5142,25,Homme,19.25,CH,4,3,3.7125,8,5,No,4.184272818510518,Cellule RH,"Teamwork, Communication, Risk Management"
3587,24,Homme,15.2,IIA,3,9,4.85,5,7,No,1.3234895992732805,Cellule Web,"Leadership, Docker"
434,21,Femme,10.0,MPI,4,0,3.2625,7,6,Yes,3.101094169939845,Cellule Marketing,"Time and stress management, Digital Marketing"
5211,25,Femme,10.85,BIO,1,0,3.0,5,7,Yes,2.1595878869798018,Cellule Mobile,"Risk Management, NestJS"
3817,21,Homme,16.3,GL,1,8,4.8625,3,5,No,-0.3446547033114169,Cellule Web,"Teamwork, Git, AI/ML"
5357,25,Homme,17.7,MPI,1,8,3.575,3,6,Yes,1.2174532612501752,Cellule Web,"Time and stress management, AI/ML"
3488,21,Femme,14.95,CH,4,6,3.525,8,6,No,3.225843658629829,Cellule Web,"Teamwork, Python, NestJS"
2516,21,Homme,19.1,IIA,1,5,4.175,4,10,No,0.6540562861388399,Cellule Qualité,"Time and stress management, RSE, ISO9001"
2630,23,Homme,18.45,BIO,1,3,3.5875,9,7,No,1.3457241499806425,Cellule RH,"Risk Management, Leadership"
2789,25,Homme,10.6,GL,4,6,2.9875,9,8,No,1.6474913105592777,Cellule Web,"Public Speaking, NestJS"
3827,25,Homme,19.4,BIO,1,5,4.3875,1,4,No,1.9205042872710631,Cellule RH,"Time and stress management, Teamwork"
5194,25,Homme,19.7,RT,2,2,3.2125,2,9,Yes,0.5918991608397794,Cellule Mobile,"Risk Management, Docker, React Native"
2519,22,Femme,11.9,RT,0,8,2.65,6,9,No,-0.0392583948534723,Cellule Web,"Leadership, Web Development"
5307,18,Homme,14.3,IIA,0,6,4.325,8,6,Yes,-0.591253851165281,Cellule Web,"Self Improvement, NestJS, JavaScript"
1103,25,Femme,17.6,RT,0,3,2.6375,6,10,No,0.0159694417774407,Cellule Developpement Commercial,"Self Improvement, Negotiation"
2851,25,Homme,18.75,RT,3,1,2.55,3,6,No,1.0335046207718022,Cellule Mobile,"Communication, React Native, NestJS"
412,25,Femme,13.25,GL,1,0,4.8125,10,10,No,2.359218434014488,Cellule RH,"Public Speaking, Leadership"
4397,23,Femme,12.8,BIO,1,3,4.3,4,5,No,1.0497953829582554,Cellule Mobile,"Self Improvement, Flutter"
4370,25,Homme,19.85,BIO,1,2,4.7625,1,4,No,1.996044311489183,Cellule Mobile,"Teamwork, Flutter, React Native"
157,25,Homme,14.15,RT,3,5,3.7375,6,6,No,3.1240625258114623,Cellule Marketing,"Time and stress management, E-Branding"
5129,24,Femme,10.25,RT,3,9,4.0125,5,5,No,3.02237421870316,Cellule Web,"Teamwork, Python, NestJS"
195,25,Homme,19.1,IIA,1,1,4.8125,10,4,No,2.301205475362224,Cellule RH,"Leadership, Self Improvement"
616,23,Homme,14.05,SPORT,0,3,3.1375,8,4,No,1.0135848511112266,Cellule RH,"Time and stress management, Leadership, Communication"
644,18,Femme,15.15,IIA,1,8,4.475,2,7,No,-1.176552706041874,Cellule Web,"Teamwork, Python"
3691,25,Homme,15.95,SPORT,0,1,2.8375,2,6,No,0.5234798091645942,Cellule Developpement Commercial,"Public Speaking, Negotiation"
4596,18,Femme,12.35,MPI,3,7,2.5375,3,5,No,3.5243096232868525,Cellule Web,"Self Improvement, ReactJS"
1069,20,Femme,14.35,CH,3,0,3.8625,7,9,No,3.421030667324472,Cellule Marketing,"Leadership, Content Creation"
2708,25,Femme,19.55,CH,0,6,3.125,4,4,No,0.8262047527740357,Cellule Web,"Communication, JavaScript, ReactJS"
5225,18,Homme,15.35,IIA,3,9,2.8125,7,7,No,3.843243528272189,Cellule Web,"Communication, NestJS"
3971,21,Femme,13.25,RT,0,7,4.85,5,4,No,0.3426274460052756,Cellule Web,"Self Improvement, JavaScript, NestJS"
3186,22,Homme,17.2,MPI,4,0,2.625,3,5,No,0.8330238568707871,Cellule Marketing,"Teamwork, UI/UX, E-Branding"
4662,25,Homme,15.35,CH,3,8,2.7625,1,7,No,0.6280681342105664,Cellule Web,"Teamwork, Docker"
1946,18,Femme,14.25,GL,2,3,4.9625,6,5,No,3.000531658473873,Cellule Marketing,"Public Speaking, Pitching, Content Creation"
331,18,Femme,10.55,RT,2,5,4.3125,2,4,No,3.088442772869925,Cellule Mobile,"Self Improvement, NestJS"
3830,24,Homme,19.05,CH,0,3,3.5625,6,9,No,2.436130721806218,Cellule Developpement Commercial,"Self Improvement, Public Speaking, CRM"
4399,25,Femme,13.45,CH,4,2,3.2,4,8,No,0.8032113535736884,Cellule Marketing,"Public Speaking, E-Branding"
2645,19,Homme,10.8,MPI,3,7,3.2875,2,5,No,1.8913492417584,Cellule Web,"Self Improvement, NestJS, Data Science"
623,24,Femme,13.9,AGRI,3,8,3.6375,7,4,No,1.2741318940305235,Cellule Web,"Leadership, JavaScript, NestJS"
3936,21,Homme,19.1,IIA,0,3,4.4,10,5,No,3.1401490385212663,Cellule RH,"Teamwork, Time and stress management, Risk Management"
1671,23,Femme,17.45,IIA,3,7,3.325,9,5,No,4.264643655814006,Cellule Web,"Public Speaking, Git, ReactJS"
2808,21,Homme,16.65,CH,2,7,2.6625,10,5,No,3.4406435489887244,Cellule Web,"Communication, AI/ML, NestJS"
484,19,Femme,15.35,IMI,3,0,4.4375,1,8,No,2.577530081055261,Cellule Qualité,"Teamwork, Lean Management, Quality Assurance"
5084,25,Femme,17.25,MPI,4,8,4.6625,5,4,No,2.5229745036176685,Cellule Web,"Public Speaking, AI/ML, Web Development"
3556,22,Homme,17.7,MPI,3,6,3.775,7,10,No,3.748499229892926,Cellule Web,"Public Speaking, ReactJS, Web Development"
3448,22,Homme,16.6,IMI,4,0,3.05,8,7,No,2.7430543762789323,Cellule RH,"Communication, Leadership, Public Speaking"
5264,25,Femme,14.9,BIO,1,2,4.3125,6,4,No,1.6551906838589794,Cellule Developpement Commercial,"Communication, B2B Sales"
3271,21,Homme,15.6,SPORT,2,3,4.55,7,10,No,2.4506130494313885,Cellule Marketing,"Risk Management, UI/UX, Content Creation"
3663,20,Homme,15.7,MPI,1,9,4.2125,7,7,No,1.5819314730089211,Cellule Web,"Leadership, Docker, AI/ML"
4814,25,Femme,18.6,IMI,1,9,3.8375,3,8,No,1.869457200526737,Cellule Web,"Self Improvement, Web Development"
756,21,Homme,19.35,BIO,3,4,3.0,1,6,No,3.167906338163552,Cellule Marketing,"Communication, Negociations"
519,25,Femme,17.4,RT,1,8,2.85,6,8,No,1.9865016438262024,Cellule Web,"Time and stress management, ReactJS"
4448,19,Homme,11.95,RT,4,9,2.9875,4,10,No,3.030999522495951,Cellule Web,"Communication, Git"
33,23,Femme,16.25,IMI,3,7,3.575,9,5,No,4.570965175371782,Cellule Web,"Leadership, Web Development"
3548,21,Homme,15.55,RT,1,7,2.975,3,6,No,0.1871542173228357,Cellule Web,"Public Speaking, Python, Web Development"
4337,20,Femme,14.95,GL,2,8,3.25,3,7,No,0.8277932239289472,Cellule Web,"Time and stress management, NestJS, ReactJS"
5118,21,Homme,14.45,BIO,4,6,4.875,4,8,Yes,1.4033709413882698,Cellule Web,"Communication, ReactJS, NestJS"
3051,25,Femme,14.8,IIA,4,7,4.8375,2,10,No,0.9564817696198572,Cellule Web,"Communication, Git, Data Science"
1158,23,Homme,17.1,CH,4,8,4.9625,9,7,No,2.579813182904142,Cellule Web,"Self Improvement, Docker, Python"
2023,25,Homme,12.65,BIO,2,1,2.7625,4,10,No,1.7996879517526416,Cellule Marketing,"Teamwork, Digital Marketing"
3049,19,Femme,12.85,IMI,0,0,4.625,5,6,Yes,0.7970193626043429,Cellule Qualité,"Time and stress management, Lean Management"
745,19,Femme,11.05,MPI,1,0,3.7375,3,9,No,1.2791531187261242,Cellule Web,"Self Improvement, AI/ML, ReactJS"
5342,25,Femme,15.3,AGRI,2,1,4.45,10,7,No,2.579439442649493,Cellule RH,"Public Speaking, Teamwork"
3131,25,Homme,11.3,GL,3,4,4.7625,10,7,No,2.9516609768510795,Cellule RH,"Self Improvement, Leadership"
5363,18,Femme,19.1,GL,1,5,4.525,2,5,No,1.4388104808875029,Cellule Mobile,"Risk Management, NestJS, React Native"
1706,24,Homme,15.15,BIO,0,0,3.5625,9,6,No,1.5689305225423198,Cellule RH,"Time and stress management, Public Speaking"
3009,18,Homme,17.8,MPI,0,7,2.55,8,9,No,2.7277802506338986,Cellule Web,"Risk Management, Git"
1984,18,Homme,19.6,IMI,3,1,4.3625,7,7,Yes,1.5402968825197128,Cellule Qualité,"Time and stress management, Lean Management, Quality Assurance"
1819,23,Homme,15.75,BIO,3,8,4.1125,2,5,No,1.627879524159357,Cellule Web,"Teamwork, Git"
2898,25,Homme,19.8,BIO,3,0,4.275,7,10,Yes,1.0488864236146969,Cellule Marketing,"Communication, E-Branding, Content Creation"
5240,20,Femme,10.35,CH,3,0,4.35,4,7,No,3.504348109786743,Cellule Marketing,"Leadership, Content Creation, Digital Marketing"
104,18,Femme,10.1,IIA,2,7,4.8875,9,10,No,2.354588782067762,Cellule Web,"Leadership, NestJS"
4762,25,Homme,19.4,CH,0,3,2.5,10,9,No,2.4912076654119963,Cellule RH,"Public Speaking, Self Improvement"
4857,25,Homme,11.4,MPI,3,6,2.95,6,7,No,0.7368259954071896,Cellule Web,"Public Speaking, JavaScript, Docker"
784,25,Femme,13.8,IIA,1,8,4.7125,1,5,No,1.2326400772155792,Cellule Web,"Public Speaking, Python, JavaScript"
2423,25,Femme,14.8,MPI,0,5,3.3375,2,8,No,0.7099989831655551,Cellule Web,"Public Speaking, Docker"
4173,23,Femme,16.05,MPI,2,8,3.4125,10,6,No,3.800261749738829,Cellule Web,"Teamwork, Python, AI/ML"
2655,20,Homme,10.05,BIO,0,7,2.7125,3,6,No,1.3542913298135744,Cellule Web,"Time and stress management, Web Development, JavaScript"
2805,25,Homme,12.1,RT,0,0,3.1625,9,7,No,0.8019393726855871,Cellule RH,"Communication, Risk Management"
230,24,Femme,15.6,CH,1,3,4.8875,6,7,No,0.6968210493196554,Cellule Developpement Commercial,"Leadership, Negotiation, Pitching"
858,18,Homme,12.9,IMI,4,6,4.6625,5,5,No,2.442882013150275,Cellule Web,"Time and stress management, NestJS"
1212,25,Femme,13.0,IIA,0,3,2.7125,6,4,Yes,1.206422269810938,Cellule Qualité,"Self Improvement, RSE, Lean Management"
1402,19,Homme,10.75,BIO,1,3,2.6625,9,8,No,2.768340488718081,Cellule RH,"Time and stress management, Leadership, Self Improvement"
3625,25,Homme,19.9,IMI,1,3,4.75,3,6,No,0.1274312512437594,Cellule Qualité,"Leadership, ISO9001"
409,25,Homme,18.1,BIO,0,4,3.275,6,6,No,-1.6722622132816491,Cellule Developpement Commercial,"Leadership, B2B Sales, CRM"
171,19,Femme,15.2,CH,1,2,4.675,4,7,No,2.996792982653948,Cellule Developpement Commercial,"Self Improvement, B2B Sales, CRM"
541,22,Homme,19.9,CH,3,2,2.75,7,10,No,2.796199187363316,Cellule Marketing,"Self Improvement, Content Creation, UI/UX"
2743,22,Femme,12.6,BIO,0,7,2.9375,2,4,No,0.2578534630594539,Cellule Web,"Public Speaking, NestJS, Docker"
2670,25,Homme,16.75,GL,3,5,3.575,3,5,No,2.544160877069072,Cellule Mobile,"Risk Management, NestJS, Docker"
4985,23,Homme,13.8,MPI,3,7,4.8375,3,9,No,0.2967991446108555,Cellule Web,"Communication, JavaScript"
1804,18,Femme,19.4,IMI,1,6,3.7875,6,8,No,2.133776880932099,Cellule Web,"Time and stress management, Python, Docker"
3095,25,Femme,17.5,CUISINE,1,3,4.4875,10,7,No,3.2256722095027213,Cellule RH,"Risk Management, Communication, Leadership"
614,25,Femme,18.15,IMI,1,1,4.925,6,4,No,1.363004510557542,Cellule Qualité,"Leadership, Quality Control"
3899,18,Homme,14.5,MPI,1,0,2.65,9,4,No,0.1812287847009586,Cellule RH,"Self Improvement, Time and stress management, Teamwork"
2307,25,Femme,13.15,RT,1,0,3.4125,3,7,Yes,1.2417559757771597,Cellule Mobile,"Teamwork, Docker"
675,22,Homme,19.15,RT,3,0,3.9375,7,7,No,2.4306900244643823,Cellule Marketing,"Time and stress management, E-Branding, Digital Marketing"
1162,24,Femme,15.75,GL,2,4,4.5125,10,5,No,4.29943598300871,Cellule RH,"Self Improvement, Leadership"
2479,25,Femme,15.9,BIO,1,2,3.9375,2,8,No,2.053872374165413,Cellule Developpement Commercial,"Leadership, Pitching"
2852,18,Homme,11.7,IMI,2,3,3.5625,1,6,No,1.134456789987025,Cellule Qualité,"Public Speaking, ISO9001"
1873,25,Homme,11.45,ART,2,1,3.625,8,5,No,2.627814395152903,Cellule RH,"Self Improvement, Communication"
4321,21,Femme,16.15,GL,2,3,2.575,5,5,No,2.0577728661518857,Cellule Mobile,"Self Improvement, NestJS, UI/UX"
1816,25,Femme,14.75,MPI,4,6,2.8875,1,6,No,1.0171828103870313,Cellule Web,"Time and stress management, Python, AI/ML"
4678,25,Homme,11.55,BIO,4,8,3.6125,1,9,Yes,-0.8468893339846053,Cellule Web,"Time and stress management, NestJS, Git"
1701,25,Femme,11.3,RT,4,8,2.9375,10,5,No,3.786857093800271,Cellule Web,"Leadership, Git, AI/ML"
1927,25,Femme,15.9,IMI,2,4,3.1,10,7,No,3.3660802783846906,Cellule RH,"Time and stress management, Risk Management"
2234,23,Homme,16.25,BIO,3,0,4.975,4,5,No,2.482629826316518,Cellule Marketing,"Leadership, UI/UX"
1610,25,Homme,17.55,IIA,0,0,2.7875,10,5,Yes,3.3890243629627617,Cellule RH,"Communication, Teamwork"
2695,25,Homme,16.05,RT,3,2,4.375,8,6,No,3.4262154022415925,Cellule RH,"Public Speaking, Risk Management"
2526,22,Femme,12.1,CH,1,3,3.9375,5,8,No,1.506361771325451,Cellule Developpement Commercial,"Teamwork, CRM"
2654,21,Homme,17.2,IMI,0,4,3.0625,2,6,No,1.1774073527645113,Cellule Qualité,"Risk Management, Quality Control"
565,24,Femme,13.6,GL,0,7,2.7875,10,4,No,0.9959454031579896,Cellule Web,"Communication, AI/ML, JavaScript"
4646,18,Femme,10.6,MPI,1,7,4.05,4,8,Yes,0.1775898155014975,Cellule Web,"Public Speaking, Docker, AI/ML"
4211,25,Femme,15.5,BIO,4,8,5.0,4,7,No,2.611676288840868,Cellule Web,"Time and stress management, AI/ML"
4671,25,Femme,15.7,IIA,1,1,4.225,3,10,No,-0.2686780376195319,Cellule Qualité,"Leadership, Quality Control"
5113,21,Homme,20.0,RT,2,5,3.0875,3,7,No,0.9640834706878764,Cellule Mobile,"Public Speaking, Flutter"
2922,21,Femme,14.95,IIA,1,4,4.2625,4,6,Yes,1.2752114189085122,Cellule Qualité,"Public Speaking, Lean Management"
1549,25,Homme,18.7,MPI,3,2,4.6,9,6,No,3.9725701629285695,Cellule RH,"Leadership, Public Speaking"
3958,18,Femme,15.3,GL,0,1,4.0375,1,6,No,-0.4039806259692295,Cellule Mobile,"Risk Management, Docker, Git"
2006,25,Femme,11.7,IMI,2,4,3.6875,5,4,No,1.1117261575484554,Cellule Qualité,"Communication, Lean Management"
5421,25,Homme,13.35,IIA,3,1,4.825,1,4,No,1.2417169136399049,Cellule Qualité,"Self Improvement, Quality Control, ISO9001"
4377,21,Femme,17.05,MPI,3,4,4.15,6,8,Yes,3.0235086160473688,Cellule Marketing,"Public Speaking, Photoshop"
356,24,Femme,14.1,BIO,0,6,4.475,7,6,No,0.8691312270796795,Cellule Web,"Time and stress management, Python, ReactJS"
4750,19,Homme,11.85,RT,2,5,4.9375,4,6,Yes,0.4144603992790699,Cellule Mobile,"Leadership, React Native, NestJS"
4363,25,Homme,10.95,MPI,4,0,2.8625,4,5,No,1.8043014688530985,Cellule Marketing,"Self Improvement, UI/UX"
2887,19,Homme,18.5,CH,2,3,3.3625,9,10,No,2.5894798212210803,Cellule RH,"Public Speaking, Risk Management"
2996,22,Homme,17.3,RT,1,4,2.725,3,5,No,-0.1815480036143948,Cellule Mobile,"Leadership, Flutter, React Native"
4047,25,Homme,14.1,RT,3,0,2.6625,10,4,Yes,1.928343265458714,Cellule RH,"Teamwork, Self Improvement"
1173,24,Femme,19.1,MPI,0,0,3.55,3,4,Yes,-0.963190808696657,Cellule Marketing,"Teamwork, Pitching"
3784,25,Homme,16.9,MPI,0,8,4.7875,4,5,No,0.2359213692632716,Cellule Web,"Teamwork, JavaScript"
326,25,Homme,19.45,CH,4,0,3.4625,10,6,No,2.548163892197841,Cellule RH,"Teamwork, Leadership"
1052,19,Homme,18.4,IMI,2,3,2.5375,5,10,No,2.714321694668872,Cellule Qualité,"Communication, RSE"
3558,25,Homme,17.55,BIO,0,6,4.775,6,6,Yes,1.2380034781682006,Cellule Web,"Public Speaking, NestJS"
4808,22,Homme,19.9,BIO,3,6,4.6875,3,5,No,3.1406145634882874,Cellule Web,"Communication, Web Development"
3327,25,Homme,11.15,CH,2,5,3.0625,5,7,No,2.049218721285034,Cellule Marketing,"Self Improvement, Photoshop, Digital Marketing"
3489,20,Homme,11.8,IIA,0,9,3.6375,1,4,No,-1.6362053731032966,Cellule Web,"Self Improvement, JavaScript"
3081,25,Homme,13.45,ART,1,4,4.8375,1,9,No,1.7880757248523775,Cellule Web,"Public Speaking, ReactJS"
1752,20,Femme,12.25,IIA,0,8,4.8375,4,5,No,0.7009056997587311,Cellule Web,"Time and stress management, JavaScript"
2440,25,Homme,11.95,RT,0,8,3.8625,10,6,Yes,3.100959634998571,Cellule Web,"Time and stress management, JavaScript, Python"
2096,24,Femme,17.35,IMI,3,7,4.525,3,7,No,1.7270344788648888,Cellule Web,"Communication, AI/ML, ReactJS"
1773,20,Homme,11.1,MPI,0,4,4.0625,8,7,No,1.3573012521747183,Cellule RH,"Leadership, Communication"
1197,24,Homme,16.55,MPI,3,0,4.65,6,8,No,0.9103333409096388,Cellule Marketing,"Risk Management, E-Branding, Content Creation"
1879,25,Femme,10.95,IMI,3,9,4.55,1,9,No,0.8888697611723054,Cellule Web,"Public Speaking, Web Development, Git"
621,18,Femme,11.85,BIO,4,3,2.8125,9,8,No,2.6743889478514964,Cellule RH,"Teamwork, Leadership"
3568,25,Femme,11.9,BIO,1,8,3.9,5,10,No,1.9961679971592887,Cellule Web,"Time and stress management, Data Science, Git"
3478,18,Femme,17.2,GL,2,9,3.1,6,6,No,2.123185482458206,Cellule Web,"Teamwork, NestJS, ReactJS"
3734,21,Femme,11.95,CH,3,8,3.9625,1,5,No,0.8343954397138946,Cellule Web,"Teamwork, Git, Docker"
1483,19,Homme,14.05,RT,3,4,3.85,1,10,No,3.095667489783964,Cellule Mobile,"Time and stress management, Docker, Git"
1190,25,Femme,12.65,IIA,4,1,4.525,3,5,No,1.064798965236753,Cellule Qualité,"Risk Management, Quality Assurance, ISO9001"
329,22,Femme,16.1,MPI,0,6,3.6,6,8,No,1.341257140087463,Cellule Web,"Risk Management, Docker"
649,18,Homme,17.85,BIO,1,8,3.5625,10,6,No,1.6823583230663033,Cellule Web,"Time and stress management, JavaScript"
2099,24,Homme,19.75,IIA,3,6,4.9625,8,9,No,2.296326249823034,Cellule Web,"Public Speaking, AI/ML, JavaScript"
898,20,Homme,10.85,BIO,2,8,3.7375,2,9,No,2.8761708392158862,Cellule Web,"Self Improvement, Web Development, Git"
31,18,Femme,14.2,MPI,4,1,3.5,2,5,Yes,-0.9623336587953104,Cellule Marketing,"Public Speaking, Photoshop, E-Branding"
1124,20,Homme,15.6,GL,4,3,4.2,7,7,No,1.3038833357501056,Cellule Marketing,"Risk Management, Pitching"
4319,25,Homme,13.05,IMI,4,5,4.575,5,5,No,2.451473608940512,Cellule Qualité,"Self Improvement, Quality Control"
5108,25,Femme,11.45,MPI,3,7,3.3125,6,10,No,0.2591257686683548,Cellule Web,"Teamwork, NestJS"
2314,25,Homme,12.9,GL,4,5,4.2125,3,8,No,5.6527314906547215,Cellule Mobile,"Teamwork, Flutter, NestJS"
2005,22,Homme,12.8,MPI,4,0,4.025,1,5,No,0.4979484456424895,Cellule Marketing,"Self Improvement, E-Branding, UI/UX"
3212,19,Homme,13.15,GL,3,5,4.2875,10,5,No,2.557450799142235,Cellule RH,"Risk Management, Time and stress management"
2374,25,Femme,19.55,BIO,4,8,4.9375,4,10,Yes,-0.0864776583710846,Cellule Web,"Risk Management, Git"
4615,19,Homme,10.3,GL,1,2,4.975,1,8,No,-0.8793192280145272,Cellule Mobile,"Communication, Docker, Flutter"
4003,21,Homme,15.85,CH,2,3,4.7375,10,8,Yes,2.544230922342294,Cellule RH,"Risk Management, Self Improvement"
2585,18,Homme,14.5,CH,4,8,4.1125,7,8,No,2.679801484058733,Cellule Web,"Communication, AI/ML"
3115,19,Homme,11.6,GL,4,2,4.0125,2,5,No,1.7150260791474172,Cellule Mobile,"Time and stress management, React Native, Docker"
2289,23,Homme,13.7,IIA,1,7,3.2375,6,6,Yes,1.1429707991933908,Cellule Web,"Communication, Docker, Git"
